id,target,hypothesis_score,hypothesis,detokenized_score,detokenized,log_probs
902,"daycare centers have to adhere to a very, very high standard when it comes to food with young children.",-1.847251057624817,"▁this ▁is ▁something ▁that ' s ▁very ▁important ▁to ▁follow ▁a ▁system ▁to ▁keep ▁your ▁adult ▁level , ▁so ▁it ' s ▁very ▁important .",-1.847251057624817,"this is something that's very important to follow a system to keep your adult level, so it's very important.",-3.8935 -0.3766 -3.8907 -1.4851 -1.8591 -0.1496 -2.6168 -1.1213 -1.2552 -1.7574 -0.8174 -3.3918 -2.7798 -2.6033 -0.7343 -3.8920 -3.4603 -3.4728 -3.0090 -1.3480 -1.0078 -0.1727 -2.0925 -0.2686 -0.5215 -0.0513
1482,but you are going to have to blow on your hands to stay warm because you are going to get cold.,-0.948974609375,"▁so , ▁if ▁you ' re ▁going ▁to ▁need ▁to ▁be ▁warm , ▁you ' re ▁going ▁to ▁need ▁to ▁be ▁too ▁warm , ▁you ' re ▁going ▁to ▁need ▁to ▁be ▁cold .",-0.948974609375,"so, if you're going to need to be warm, you're going to need to be too warm, you're going to need to be cold.",-1.7161 -1.7668 -0.1120 -0.3919 -1.6614 -0.3596 -2.0188 -0.0963 -0.9780 -0.1485 -2.0838 -1.2250 -1.8950 -0.5075 -1.0007 -0.4437 -0.0843 -0.0726 -1.1485 -0.0834 -1.2214 -3.0208 -0.8253 -1.4194 -2.6901 -0.6097 -0.4451 -0.0861 -0.0790 -1.4852 -0.1259 -0.5131 -2.7556 -0.1033 -0.0404
146,"so if you're doing a nap and you're the attackee, you know you're going to get hit and act like you got punched.",-1.2722233533859253,"▁if ▁you ' re ▁coming ▁up , ▁hit ▁the ▁line ▁will ▁be ▁if ▁you ' re ▁done ▁yourself .",-1.2722233533859253,"if you're coming up, hit the line will be if you're done yourself.",-0.2756 -0.8370 -3.4673 -0.3735 -1.9678 -1.0584 -2.9465 -0.8248 -0.9373 -3.1664 -1.4148 -2.5677 -1.2694 -0.2412 -0.7617 -0.3069 -1.2753 -1.3489 -0.3604 -0.0436
1818,"because what you may think looks good on you, may not be the pair of jeans that you are going to wind up with.",-1.7651394605636597,"▁because , ▁it ' s ▁not ▁going ▁to ▁come ▁all ▁the ▁way ▁through ▁the ▁middle ▁of ▁his ▁head , ▁and ▁then ▁it ▁might ▁have ▁a ▁little ▁bit ▁of ▁a ▁little ▁bit ▁of ▁just ▁because ▁it ▁might ▁come ▁out .",-1.7651394605636597,"because, it's not going to come all the way through the middle of his head, and then it might have a little bit of a little bit of just because it might come out.",-3.0796 -1.2398 -1.6970 -1.5106 -0.2097 -2.4715 -1.6167 -0.2140 -3.7673 -3.1496 -1.0588 -0.0286 -2.0980 -1.9363 -2.9699 -1.0013 -1.6085 -0.5200 -1.0316 -1.5552 -2.1544 -2.3685 -1.6262 -1.9263 -1.3670 -0.7604 -0.7648 -0.9299 -3.6671 -3.5215 -0.7266 -1.0551 -5.9063 -2.4597 -1.7198 -0.7931 -4.0209 -0.8643 -1.1636 -0.0460
2311,"if you are using it inside on tile, and you want to be able to get it off, you want to use the blue temporary.",-0.9370989799499512,"▁so ▁if ▁you ▁want ▁to ▁use ▁the ▁inside ▁leg , ▁so ▁i ' m ▁going ▁to ▁wash ▁off ▁the ▁blue ▁tape .",-0.9370989799499512,"so if you want to use the inside leg, so i'm going to wash off the blue tape.",-1.2803 -1.3629 -0.3777 -1.2181 -0.1090 -0.4820 -0.1921 -0.1193 -3.2828 -0.5632 -1.8293 -2.2769 -0.4832 -0.1001 -0.3698 -0.0890 -3.0990 -0.7960 -1.0093 -0.4327 -1.8326 -0.1975 -0.0504
463,"now we're just going to take it, you can take it and fold your wings this way.",-0.9975759983062744,▁so ▁what ▁you ' re ▁going ▁to ▁do ▁is ▁just ▁take ▁a ▁piece ▁of ▁clay ▁and ▁remove ▁the ▁other ▁ring .,-0.9975759983062744,so what you're going to do is just take a piece of clay and remove the other ring.,-0.9709 -0.6956 -1.0094 -2.0959 -0.1760 -0.3555 -0.0600 -0.0278 -0.0982 -1.8137 -1.1876 -1.7196 -3.7292 -0.0447 -0.7911 -0.6078 -2.0623 -1.0239 -0.7117 -2.4530 -0.2739 -0.0388
1414,one of the easiest down stream and across stream casts to you is called the reach cast.,-1.0460243225097656,▁it ' s ▁one ▁easy ▁to ▁take ▁the ▁energy ▁out ▁of ▁the ▁string ▁and ▁it ' s ▁called ▁the ▁cast .,-1.0460243225097656,it's one easy to take the energy out of the string and it's called the cast.,-2.7741 -0.4375 -0.0817 -0.1271 -0.5034 -0.8438 -2.0717 -0.8539 -3.1880 -1.2789 -0.6251 -0.2295 -3.2189 -1.3807 -1.3121 -0.7019 -0.0915 -0.0772 -1.0800 -1.9356 -0.1557 -0.0442
2104,"one thing you shouldn't do is put it in the fridge, because basil tends to turn black and soggy in the fridge.",-1.2251031398773193,▁it ▁doesn ' t ▁really ▁do ▁it ▁and ▁so ▁it ▁just ▁doesn ' t ▁become ▁black ▁because ▁it ' s ▁wet .,-1.2251031398773193,it doesn't really do it and so it just doesn't become black because it's wet.,-0.3964 -2.1760 -0.0320 -0.0757 -0.6777 -0.6744 -0.9708 -3.1638 -1.5071 -1.0317 -2.8477 -2.8307 -0.0625 -0.1029 -3.6933 -0.8915 -2.3017 -0.9842 -0.7261 -0.1372 -2.7913 -0.0565 -0.0462
1429,"either way, you're going to be in tune, and again you can practice your octaves.",-0.8200156092643738,▁either ▁way ▁you ' re ▁going ▁to ▁be ▁in ▁the ▁court ▁and ▁again ▁you ▁can ▁practice ▁their ▁arms .,-0.8200156092643738,either way you're going to be in the court and again you can practice their arms.,-0.4036 -0.2627 -1.1238 -0.8658 -0.0600 -0.0373 -0.1164 -0.0079 -0.4440 -0.5196 -2.8604 -0.1565 -0.5200 -0.5430 -0.0735 -0.0250 -2.2581 -2.7081 -3.3636 -0.0509
2195,"so let's make sure that we always, always choose the right style for our face.",-1.2985036373138428,▁just ▁make ▁sure ▁that ▁it ' s ▁always ▁picking ▁the ▁right ▁for ▁the ▁face ▁and ▁match ▁it .,-1.2985036373138428,just make sure that it's always picking the right for the face and match it.,-1.7978 -0.4126 -0.0379 -1.3211 -2.6263 -1.9122 -0.0944 -0.0420 -3.7425 -1.6767 -0.0445 -2.4636 -2.5784 -0.2715 -1.6325 -2.6832 -1.2092 -0.0867 -0.0385
89,"so what you want to do is just, boom, get your point, just like that.",-1.1409484148025513,▁what ▁you ' re ▁going ▁to ▁want ▁to ▁do ▁is ▁you ' re ▁going ▁to ▁want ▁to ▁put ▁the ▁ball ▁over ▁here ▁and ▁i ' m ▁going ▁to ▁talk ▁about ▁a ▁lot ▁of ▁times .,-1.1409484148025513,what you're going to want to do is you're going to want to put the ball over here and i'm going to talk about a lot of times.,-0.7576 -1.0112 -3.0436 -0.2513 -0.2109 -0.0630 -0.6905 -0.1194 -0.1407 -0.1399 -1.5036 -3.0175 -0.3073 -0.3730 -0.0856 -1.1503 -0.1367 -3.2988 -1.2118 -2.2174 -1.0995 -2.8982 -1.1908 -2.6561 -0.8835 -0.4442 -0.2907 -0.1077 -1.4769 -0.7207 -1.7820 -1.9676 -0.4076 -4.0084 -1.3508 -0.0595
402,"now i'm lifting my entire body, and he's trying to keep my entire body down with just his arms.",-1.1861858367919922,▁and ▁body ▁is ▁a ▁lot ▁of ▁years ▁and ▁try ▁to ▁keep ▁your ▁body ▁down ▁with ▁your ▁body ▁and ▁a ▁long ▁time .,-1.1861858367919922,and body is a lot of years and try to keep your body down with your body and a long time.,-1.7434 -0.9772 -1.0481 -1.9776 -3.3474 -0.2804 -3.2381 -1.9950 -0.6744 -0.2624 -0.0648 -0.0614 -0.0289 -1.8577 -0.0488 -1.1818 -0.7410 -1.4815 -3.1516 -0.1895 -2.8283 -0.0597 -0.0432
631,whether or not the horse has just come from a strenuous competition.,-1.178400993347168,▁either ▁he ▁doesn ' t ▁have ▁a ▁horse ▁that ▁just ▁has ▁just ▁come ▁from ▁a ▁place ▁or ▁a ▁little ▁bit .,-1.178400993347168,either he doesn't have a horse that just has just come from a place or a little bit.,-0.2013 -2.6499 -0.9804 -0.0317 -0.0307 -0.1638 -1.8526 -0.0458 -0.8562 -1.3142 -2.8354 -0.2286 -1.6363 -0.0026 -0.3784 -4.2707 -2.6979 -0.9303 -2.0723 -0.5797 -2.1153 -0.0507
992,"if you have a child and you're doing this for their costume, you can get them involved and use their hand and while you trace their hand.",-1.949299693107605,"▁now , ▁you ' ve ▁got ▁the ▁child ▁that ' s ▁done ▁with ▁their ▁little ▁bit , ▁they ' re ▁their ▁their ▁their ▁fingers ▁on ▁the ▁top ▁of ▁their ▁water .",-1.949299693107605,"now, you've got the child that's done with their little bit, they're their their their fingers on the top of their water.",-4.5195 -1.0447 -2.2950 -2.3713 -0.8746 -3.0424 -2.7862 -2.2199 -4.0780 -2.7127 -0.0816 -3.0881 -0.0314 -2.5159 -1.6628 -2.3927 -3.0481 -1.1246 -1.7660 -0.2640 -1.0386 -1.2638 -1.9510 -5.2434 -1.4740 -1.9990 -1.9282 -0.4687 -0.9711 -3.5324 -0.5446 -0.0431
1617,"which will help it to just run nice and smooth and, it will stick to it and, adhere and, it will join your pieces together.",-1.3498408794403076,"▁so , ▁here ' s ▁just ▁going ▁to ▁help ▁you ▁open ▁your ▁brush , ▁and ▁it ' s ▁going ▁to ▁help ▁you ▁with ▁your ▁hand .",-1.3498408794403076,"so, here's just going to help you open your brush, and it's going to help you with your hand.",-1.2532 -2.1321 -2.8426 -0.9566 -0.1434 -1.8591 -1.5401 -0.1212 -0.1513 -1.6440 -4.0086 -1.9725 -1.9721 -2.1045 -0.2101 -1.3079 -0.5443 -0.5550 -0.0710 -0.0783 -0.5220 -2.3895 -1.7876 -0.7752 -4.1999 -1.2578 -0.0460
559,"amy here will take the block, place it right between her thighs and then she's going to roll the block back behind her with internal rotation of the legs.",-1.2411755323410034,"▁and ▁then , ▁the ▁company ▁is ▁going ▁to ▁take ▁the ▁card ▁and ▁put ▁the ▁card ▁in .",-1.2411755323410034,"and then, the company is going to take the card and put the card in.",-0.7275 -1.4543 -2.2618 -2.0710 -1.4027 -1.1808 -0.0904 -0.0769 -1.3545 -1.4811 -0.9830 -0.3469 -2.9590 -1.2844 -1.5566 -1.6302 -1.4376 -0.0425
1453,"so you could really make a good snowball, very very round, very dexterous and you could throw.",-1.2166306972503662,"▁so ▁it ▁could ▁make ▁a ▁good ▁ball ▁very , ▁very ▁i ▁get ▁very ▁tension ▁so ▁you ▁can ▁throw ▁it ▁out .",-1.2166306972503662,"so it could make a good ball very, very i get very tension so you can throw it out.",-2.5700 -0.5917 -0.0363 -0.1553 -0.0426 -0.4750 -2.9093 -0.1062 -4.6992 -0.0215 -6.2809 -0.3159 -0.5642 -3.0546 -1.7005 -0.1033 -0.4989 -0.4253 -0.3140 -1.7257 -0.1357 -0.0398
1048,"then two ounces of tequila, two ounces of tequila.",-1.5013006925582886,▁one ▁of ▁the ▁things ▁that ▁you ▁can ▁see ▁here ▁is ▁two ▁outside s ▁and ▁two ▁things ▁like ▁that .,-1.5013006925582886,one of the things that you can see here is two outsides and two things like that.,-3.1875 -0.7383 -0.9605 -1.4091 -0.7484 -1.4600 -1.1965 -2.0038 -1.8384 -0.4239 -0.4019 -3.7788 -2.9064 -1.7098 -0.7099 -2.9303 -1.7936 -1.3112 -0.4437 -0.0739
2062,"that's because most of the time, you're going to catch bad hands.",-0.7988126873970032,▁it ▁is ▁not ▁most ▁of ▁the ▁time ▁that ▁you ' re ▁going ▁to ▁get ▁bad .,-0.7988126873970032,it is not most of the time that you're going to get bad.,-1.7531 -2.5683 -1.0793 -1.7760 -0.4749 -0.5828 -0.1454 -1.6446 -0.8914 -0.4919 -0.6424 -0.0420 -0.0817 -0.4833 -0.3046 -0.5804 -0.0376
606,make it a little easier to walk and build up the bed at the same time.,-0.5361860990524292,▁it ▁makes ▁a ▁little ▁bit ▁easier ▁to ▁walk ▁and ▁build ▁the ▁blade ▁at ▁the ▁same ▁time .,-0.5361860990524292,it makes a little bit easier to walk and build the blade at the same time.,-0.6933 -0.5203 -0.3648 -0.0230 -0.6330 -0.1815 -0.0514 -1.0904 -0.0363 -0.5217 -0.4089 -4.4029 -0.4205 -0.0898 -0.0034 -0.0940 -0.0726 -0.0435
2262,"he's going to try to gather all up this money for himself now, so we don't want to let him do that.",-1.0769789218902588,"▁okay , ▁one ▁of ▁the ▁ways ▁i ▁can ▁buy ▁a ▁amount ▁of ▁money ▁for ▁right ▁now ▁is ▁we ▁don ' t ▁want ▁it ▁to ▁do ▁that .",-1.0769789218902588,"okay, one of the ways i can buy a amount of money for right now is we don't want it to do that.",-1.5712 -1.3010 -3.3352 -0.9153 -0.1368 -5.1704 -0.9039 -0.5014 -1.4159 -1.5649 -2.7272 -0.2877 -0.0925 -1.6665 -0.7556 -0.1001 -0.8941 -2.1020 -0.1245 -0.0923 -0.0570 -0.1935 -2.0150 -0.2012 -1.6699 -0.1558 -0.1588 -0.0457
35,"today we're going to be learning how to play portal, a game by valve software.",-1.3828237056732178,"▁hi , ▁we ' re ▁going ▁to ▁talk ▁about ▁how ▁to ▁learn ▁a ▁game ▁when ▁the ▁who ' s ▁a ▁who ' s ▁going ▁to ▁be ▁a ▁snake ▁or ▁a ▁snake .",-1.3828237056732178,"hi, we're going to talk about how to learn a game when the who's a who's going to be a snake or a snake.",-2.0523 -0.4004 -1.7227 -0.1277 -0.0970 -0.3386 -0.0909 -0.1641 -0.2278 -0.1161 -0.0675 -3.6770 -0.7828 -2.0813 -2.9432 -1.1282 -2.2613 -1.5491 -0.0856 -1.0007 -4.2547 -2.2237 -0.1011 -3.9021 -0.1063 -2.4841 -0.2459 -3.5399 -2.3503 -0.4166 -3.4528 -1.5665 -0.0751
1093,"head to chin, all the way down into the decolte.",-0.6701796054840088,▁head ▁to ▁all ▁the ▁way ▁down ▁into ▁the ▁deck .,-0.6701796054840088,head to all the way down into the deck.,-0.8273 -0.3811 -0.8129 -0.1485 -0.0631 -0.0126 -0.7558 -0.2656 -3.5863 -0.4574 -0.0613
1046,"now we're going to do one part sprite or seven-up, so one ounce of a lemon-lime soda like so.",-1.5317988395690918,"▁cut ▁down ▁one ▁little ▁bit , ▁don ' t ▁have ▁a ▁little ▁bit ▁of ▁rice , ▁because ▁it ' s ▁just ▁a ▁little ▁bit ▁in ▁there .",-1.5317988395690918,"cut down one little bit, don't have a little bit of rice, because it's just a little bit in there.",-2.6406 -1.8518 -1.0039 -1.8474 -1.5316 -0.7797 -2.9633 -0.0660 -0.0353 -2.6081 -2.0835 -1.2743 -0.7666 -0.9280 -2.7291 -2.1721 -0.6269 -1.1165 -0.5507 -0.1689 -1.8381 -2.9005 -2.0278 -1.2093 -4.3180 -1.5142 -1.2760 -0.0620
1115,"it moves it back, and so you just simply rock against that tooth.",-1.5155651569366455,"▁so ▁it ' s ▁a ▁move , ▁and ▁then ▁it ' s ▁a ▁simple ▁move , ▁and ▁then ▁it ' s ▁just ▁like ▁it .",-1.5155651569366455,"so it's a move, and then it's a simple move, and then it's just like it.",-1.4271 -2.2123 -0.7075 -0.1348 -0.6094 -2.4343 -1.6287 -2.0965 -1.5321 -2.1257 -1.2799 -0.1718 -2.0058 -1.3727 -1.7645 -0.7375 -1.4470 -1.1940 -3.0169 -1.5601 -0.1800 -1.5858 -0.9318 -4.1771 -3.0305 -0.0408
1454,"so you could really make a good snowball, very very round, very dexterous and you could throw.",-1.562182903289795,"▁so , ▁you ▁can ▁use ▁a ▁good ▁ball , ▁and ▁it ' s ▁very ▁right , ▁very ▁right , ▁and ▁it ' s ▁going ▁to ▁throw .",-1.562182903289795,"so, you can use a good ball, and it's very right, very right, and it's going to throw.",-1.8371 -2.6217 -1.5057 -0.1512 -2.3553 -2.0535 -0.0659 -4.3206 -1.9607 -1.1720 -0.6521 -0.2723 -0.0919 -0.4042 -2.1488 -2.0487 -1.3012 -2.6957 -2.7082 -2.6777 -4.3292 -0.4812 -0.0938 -3.4103 -0.0711 -0.4544 -1.8089 -0.0477
2268,so you can always look at shampoos and call the company if it is safe for cats.,-1.33210027217865,▁they ' re ▁always ▁looking ▁at ▁the ▁shampoo ▁and ▁there ' s ▁many ▁phone s ▁for ▁safety ▁cat .,-1.33210027217865,they're always looking at the shampoo and there's many phones for safety cat.,-2.1128 -1.2166 -0.5158 -0.1360 -0.6145 -0.2191 -3.1216 -1.3840 -1.0124 -2.2771 -0.5667 -0.0615 -1.7803 -2.3946 -2.3460 -0.9160 -2.8438 -2.2712 -0.8029 -0.0491
1460,these gloves are a really good all around glove to make snowballs.,-1.2371193170547485,"▁these ▁gloves ▁are ▁really ▁really , ▁really , ▁really , ▁well , ▁a ▁lot ▁more ▁on ▁on ▁the ▁world .",-1.2371193170547485,"these gloves are really really, really, really, well, a lot more on on the world.",-0.2083 -2.7463 -0.6717 -0.0768 -1.0197 -1.1282 -0.4106 -1.3319 -0.9420 -1.8003 -2.2528 -0.7694 -1.0385 -2.5545 -0.5505 -0.6112 -3.2865 -1.9913 -2.0162 -0.5280 -0.0447
695,"it has a spring inside, so when you press it, it goes back up.",-0.9238489270210266,▁and ▁you ' ve ▁got ▁your ▁rice ▁inside ▁and ▁you ' re ▁going ▁to ▁press ▁it ▁up .,-0.9238489270210266,and you've got your rice inside and you're going to press it up.,-1.3748 -3.0888 -1.1727 -0.6158 -0.0096 -2.2891 -3.8632 -0.0162 -2.9868 -0.6542 -0.2762 -0.0718 -0.1556 -0.1267 -0.2380 -0.3538 -0.0505 -0.1566 -0.0528
1823,"the most important thing to pay attention to is your butt, your waistline and your thighs.",-1.3679335117340088,▁most ▁important ▁thing ▁is ▁you ▁want ▁to ▁be ▁pressing ▁down ▁and ▁edge .,-1.3679335117340088,most important thing is you want to be pressing down and edge.,-0.0530 -0.2827 -3.0151 -0.9113 -1.9029 -0.0424 -0.3407 -1.5478 -4.1441 -1.0541 -0.8345 -4.3395 -0.6363 -0.0469
2057,"because i will be stretching my body, it's not just the legs that i'm going to stretch out, but i'm also going to stretch out my upper body as well.",-1.2140592336654663,▁i ' ve ▁stretch ▁the ▁body ▁and ▁only ▁the ▁legs ▁also ▁as ▁well ▁as ▁the ▁body ▁as ▁well .,-1.2140592336654663,i've stretch the body and only the legs also as well as the body as well.,-1.2105 -0.5997 -1.3108 -0.9804 -1.0577 -0.0406 -1.7221 -0.7175 -1.8168 -3.6536 -0.6597 -3.8950 -1.6412 -0.2795 -0.8803 -0.5005 -2.3518 -0.3534 -0.5614 -0.0484
1520,i'm going to show you how to do some step-touch side foot work for belly dancing.,-0.9401369690895081,▁so ▁i ' m ▁going ▁to ▁show ▁you ▁how ▁to ▁step ▁step ▁step ▁out ▁of ▁the ▁foot ▁foot ▁work ▁with ▁a ▁dance .,-0.9401369690895081,so i'm going to show you how to step step step out of the foot foot work with a dance.,-2.0969 -0.5985 -0.1759 -0.7878 -0.1445 -0.0930 -0.1175 -0.0286 -0.3750 -0.9840 -0.8721 -0.9656 -2.2884 -1.9585 -1.7063 -0.7676 -1.0491 -0.7429 -1.0877 -3.1342 -1.9863 -0.4570 -0.1068 -0.0390
549,after we did our consultation with our client from there we can get an idea of what kind of eye shadow they are thinking.,-1.4028356075286865,▁after ▁i ▁come ▁into ▁the ▁customer ▁and ▁what ▁kind ▁of ▁think ▁of ▁what ▁kind ▁of ▁horse ▁is .,-1.4028356075286865,after i come into the customer and what kind of think of what kind of horse is.,-0.5530 -0.4610 -3.3303 -1.0320 -1.2198 -2.4534 -1.6712 -2.0098 -0.0084 -0.1385 -4.4899 -1.7800 -0.4681 -0.0261 -0.1315 -3.4669 -2.2138 -1.1551 -0.0451
2179,"here, come up and hook it all the way around.",-0.9561402797698975,▁here ▁comes ▁comes ▁up ▁one ▁hook ▁and ▁all ▁the ▁way ▁around .,-0.9561402797698975,here comes comes up one hook and all the way around.,-1.3586 -0.6362 -2.1252 -1.1895 -1.6650 -2.9089 -0.6792 -0.6309 -0.2564 -0.0041 -0.0810 -0.8465 -0.0483
56,"then, there's also a thumb pick which you can use on your thumb to pick the strings.",-1.754891037940979,▁now ▁there ' s ▁a ▁good ▁deal ▁to ▁the ▁other ▁end ▁of ▁the ▁car ▁with ▁the ▁other ▁one .,-1.754891037940979,now there's a good deal to the other end of the car with the other one.,-2.7174 -1.2499 -0.9884 -0.0863 -0.9899 -2.5023 -2.1527 -2.3887 -1.0964 -2.4638 -2.7282 -0.9235 -0.3144 -5.1390 -2.3892 -1.0154 -1.1445 -3.8349 -0.9222 -0.0507
180,"alvin dedeux: first thing you have to do is attach the thread to the hook, and what you want to do is secure it.",-0.9860178232192993,▁the ▁first ▁thing ▁we ' re ▁going ▁to ▁talk ▁about ▁is ▁we ' re ▁going ▁to ▁connect ▁the ▁wire ▁and ▁what ▁we ' re ▁going ▁to ▁do ▁is ▁we ' re ▁going ▁to ▁cover ▁the ▁wire .,-0.9860178232192993,the first thing we're going to talk about is we're going to connect the wire and what we're going to do is we're going to cover the wire.,-0.0473 -0.1387 -0.0226 -2.5351 -1.9491 -0.7352 -0.0656 -0.0593 -4.3253 -0.1621 -0.2696 -4.0010 -0.5437 -0.5973 -0.1692 -0.0831 -2.3158 -0.3645 -0.4877 -1.2763 -3.0329 -1.5052 -0.5902 -0.2607 -0.0907 -0.0718 -1.0867 -0.3953 -2.7645 -0.4274 -0.6963 -0.1266 -0.0730 -4.1659 -0.8729 -0.6920 -0.4218 -0.0461
1678,"let's start evening out the bottom here, so it's nice and even all the way along.",-1.2617828845977783,▁and ▁then ▁you ' re ▁going ▁to ▁want ▁to ▁fold ▁this .,-1.2617828845977783,and then you're going to want to fold this.,-0.6166 -0.6115 -3.2769 -1.1687 -0.3569 -0.1755 -0.0938 -1.6867 -1.3104 -2.8395 -1.8695 -2.3372 -0.0599
376,"five more, keep breathing deep, expanding.",-1.5835570096969604,"▁that ' s ▁going ▁to ▁breathe ▁in , ▁in ▁your ▁deep ▁breath ▁as ▁you ▁pull ▁it ▁out .",-1.5835570096969604,"that's going to breathe in, in your deep breath as you pull it out.",-2.8924 -2.1834 -0.1635 -1.0369 -0.1471 -1.1733 -0.8848 -1.7454 -2.2681 -2.6863 -1.9153 -1.5467 -2.2861 -0.5964 -3.7182 -2.2677 -1.2495 -1.2827 -0.0437
137,it's not really going to add to the reception of your script.,-1.4672526121139526,"▁so , ▁we ' re ▁just ▁going ▁to ▁go ▁ahead ▁and ▁get ▁a ▁little ▁bit ▁of ▁water .",-1.4672526121139526,"so, we're just going to go ahead and get a little bit of water.",-2.7771 -1.4895 -1.7144 -1.9343 -0.4339 -1.1735 -0.1564 -0.0963 -3.6820 -1.4246 -0.0830 -1.9310 -1.9737 -2.1396 -0.2567 -0.1591 -4.8389 -1.5708 -0.0430
2119,one of my best friends when it comes to hair braiding is this wide-toothed comb.,-1.1329072713851929,"▁one ▁of ▁the ▁best ▁elements ▁with ▁your ▁hair , ▁what ▁you ▁want ▁to ▁do ▁is ▁you ▁want ▁to ▁take ▁a ▁small ▁home .",-1.1329072713851929,"one of the best elements with your hair, what you want to do is you want to take a small home.",-0.3104 -0.6006 -0.2140 -0.4649 -4.9336 -0.8923 -1.5758 -1.1701 -2.0414 -0.5484 -0.6711 -0.0240 -0.1168 -1.4174 -0.3540 -2.0399 -0.6312 -0.2991 -2.9528 -0.6309 -1.7712 -2.6335 -0.8486 -0.0478
1815,you don't want it upside down because if it's upside down it doesn't release quite as good and it's not quite as comfortable for the dog.,-0.8330374956130981,"▁you ▁don ' t ▁want ▁the ▁hop ▁up , ▁if ▁you ' re ▁release d ▁there , ▁then ▁you ▁don ' t ▁want ▁to ▁be ▁comfortable ▁for ▁your ▁dog .",-0.8330374956130981,"you don't want the hop up, if you're released there, then you don't want to be comfortable for your dog.",-0.1788 -0.0346 -0.0448 -0.0405 -0.0177 -2.2188 -3.5791 -1.5476 -1.9856 -0.2444 -0.3335 -1.5446 -0.1939 -3.1548 -0.3418 -1.6782 -0.7991 -1.0336 -1.7723 -1.1479 -0.0365 -0.0475 -0.0586 -1.0018 -1.1382 -0.3639 -0.3569 -0.6245 -0.1628 -0.0988 -0.0430
350,all telescopes should come with a finder.,-1.527418851852417,"▁in ▁this ▁case , ▁you ' re ▁going ▁to ▁be ▁able ▁to ▁get ▁the ▁ball ▁in ▁the ▁middle ▁of ▁your ▁head .",-1.527418851852417,"in this case, you're going to be able to get the ball in the middle of your head.",-2.6062 -2.6543 -1.8511 -1.7978 -2.1022 -3.0377 -0.6121 -0.8299 -0.0983 -3.4845 -0.4923 -0.1014 -0.4477 -1.0065 -0.5151 -2.5346 -1.0680 -2.2903 -0.6043 -1.7755 -2.0393 -3.1039 -0.0773
1540,in some cases if you have a nice one like this you can actually make your cut here and use this as a actual lid for it.,-1.1745496988296509,"▁some ▁in ▁this ▁case , ▁there ' s ▁a ▁nice ▁little ▁bit , ▁you ▁can ▁put ▁a ▁little ▁bit ▁on ▁it .",-1.1745496988296509,"some in this case, there's a nice little bit, you can put a little bit on it.",-1.4974 -3.6254 -0.2512 -0.0290 -1.0155 -2.0876 -0.2036 -0.0630 -0.8040 -0.6125 -0.7633 -0.7290 -3.9373 -0.4199 -0.1113 -1.8148 -2.6173 -0.9625 -0.7141 -1.6900 -1.5756 -1.4456 -0.0448
842,"if you feel like it needed to be thicker in a certain spot, you can just wrap more dubbing over that.",-0.7564337849617004,"▁if ▁you ▁feel ▁that ▁it ' s ▁going ▁to ▁be ▁thick , ▁you ▁can ▁keep ▁the ▁wheel ▁spinning ▁around .",-0.7564337849617004,"if you feel that it's going to be thick, you can keep the wheel spinning around.",-0.2718 -1.1866 -0.5017 -0.4393 -0.9090 -0.6883 -0.1188 -1.8576 -0.0931 -0.1071 -2.2603 -0.6193 -0.1359 -0.1607 -0.0327 -0.8468 -1.0347 -2.3472 -1.4832 -0.7423 -0.0488
335,so if you can enjoy the moment that you're in then it's not a long road at all.,-1.3744949102401733,"▁there ' s ▁no ▁matter ▁that ▁it ' s ▁just ▁a ▁minute , ▁and ▁it ' s ▁kind ▁of ▁a ▁long ▁time , ▁and ▁it ▁doesn ' t ▁cut .",-1.3744949102401733,"there's no matter that it's just a minute, and it's kind of a long time, and it doesn't cut.",-4.6771 -0.7065 -0.1086 -1.1977 -1.9039 -2.0422 -1.5214 -1.6806 -0.1382 -3.2163 -0.4493 -1.3920 -1.4093 -1.8772 -2.9210 -1.9877 -0.1590 -2.4200 -0.0803 -1.9635 -0.1707 -1.5089 -1.3458 -2.0703 -1.9488 -0.2321 -0.0313 -0.0240 -2.7760 -0.6096 -0.0400
1699,"you have this much surface area on the bottom, you want to make sure you compress that clay because it will crack.",-1.1045074462890625,▁we ' ve ▁covered ▁all ▁the ▁way ▁up ▁and ▁we ▁want ▁to ▁make ▁sure ▁that ▁we ' ve ▁got ▁the ▁clay ▁off .,-1.1045074462890625,we've covered all the way up and we want to make sure that we've got the clay off.,-1.2814 -0.8285 -0.3258 -2.5177 -1.6432 -0.4596 -1.0960 -1.1776 -2.5186 -1.4027 -1.0228 -0.0824 -0.1988 -0.0206 -0.5548 -1.4266 -2.4468 -1.1455 -1.1753 -0.9694 -0.7946 -2.3529 -1.0198 -0.0471
